id,content_id,solution,rubric,autograde_rules
ex_content_159,content_159,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_160,content_160,Sample solution steps for Chemistry - organic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_161,content_161,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_162,content_162,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_163,content_163,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_164,content_164,Sample solution steps for Communication - speaking Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_165,content_165,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_166,content_166,Sample solution steps for Mathematics - geometry Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_167,content_167,Sample solution steps for Chemistry - organic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_168,content_168,Sample solution steps for Programming - data_structures Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_169,content_169,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_170,content_170,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_171,content_171,Sample solution steps for Chemistry - physical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_172,content_172,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_173,content_173,Sample solution steps for Physics - electricity Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_174,content_174,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_175,content_175,Sample solution steps for Communication - speaking Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_176,content_176,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_177,content_177,Sample solution steps for Physics - electricity Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_178,content_178,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_179,content_179,Sample solution steps for Programming - data_structures Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_180,content_180,Sample solution steps for Aptitude - logical_reasoning Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_181,content_181,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_182,content_182,Sample solution steps for Aptitude - logical_reasoning Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_183,content_183,Sample solution steps for Aptitude - logical_reasoning Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_184,content_184,Sample solution steps for Physics - mechanics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_185,content_185,Sample solution steps for Programming - python Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_186,content_186,Sample solution steps for Communication - listening Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_187,content_187,Sample solution steps for Aptitude - numerical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_188,content_188,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_189,content_189,Sample solution steps for Aptitude - logical_reasoning Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_190,content_190,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_191,content_191,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_192,content_192,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_193,content_193,Sample solution steps for Programming - algorithms Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_194,content_194,Sample solution steps for Aptitude - logical_reasoning Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_195,content_195,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_196,content_196,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_197,content_197,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_198,content_198,Sample solution steps for Programming - web_dev Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_199,content_199,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_200,content_200,Sample solution steps for Chemistry - organic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_201,content_201,Sample solution steps for Programming - data_structures Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_202,content_202,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_203,content_203,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_204,content_204,Sample solution steps for Aptitude - numerical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_205,content_205,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_206,content_206,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_207,content_207,Sample solution steps for Communication - speaking Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_208,content_208,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_209,content_209,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_210,content_210,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_211,content_211,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_212,content_212,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_213,content_213,Sample solution steps for Physics - thermodynamics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_214,content_214,Sample solution steps for Communication - listening Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_215,content_215,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_216,content_216,Sample solution steps for Chemistry - organic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_217,content_217,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_218,content_218,Sample solution steps for Mathematics - geometry Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_219,content_219,Sample solution steps for Programming - web_dev Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_220,content_220,Sample solution steps for Communication - listening Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_221,content_221,Sample solution steps for Chemistry - physical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_222,content_222,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_223,content_223,Sample solution steps for Aptitude - numerical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_224,content_224,Sample solution steps for Chemistry - physical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_225,content_225,Sample solution steps for Mathematics - probability Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_226,content_226,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_227,content_227,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_228,content_228,Sample solution steps for Mathematics - probability Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_229,content_229,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_230,content_230,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_231,content_231,Sample solution steps for Aptitude - logical_reasoning Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_232,content_232,Sample solution steps for Aptitude - verbal Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_233,content_233,Sample solution steps for Physics - electricity Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_234,content_234,Sample solution steps for Chemistry - organic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_235,content_235,Sample solution steps for Communication - writing Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_236,content_236,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_237,content_237,Sample solution steps for Physics - electricity Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_238,content_238,Sample solution steps for Chemistry - inorganic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_239,content_239,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_240,content_240,Sample solution steps for Chemistry - inorganic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_241,content_241,Sample solution steps for Programming - python Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_242,content_242,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_243,content_243,Sample solution steps for Programming - python Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_244,content_244,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_245,content_245,Sample solution steps for Aptitude - verbal Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_246,content_246,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_247,content_247,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_248,content_248,Sample solution steps for Physics - electricity Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_249,content_249,Sample solution steps for Communication - speaking Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_250,content_250,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_251,content_251,Sample solution steps for Programming - data_structures Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_252,content_252,Sample solution steps for Physics - mechanics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_253,content_253,Sample solution steps for Programming - data_structures Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_254,content_254,Sample solution steps for Mathematics - algebra Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_255,content_255,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_256,content_256,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_257,content_257,Sample solution steps for Physics - mechanics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_258,content_258,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_259,content_259,Sample solution steps for Communication - listening Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_260,content_260,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_261,content_261,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_262,content_262,Sample solution steps for Mathematics - calculus Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_263,content_263,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_264,content_264,Sample solution steps for Mathematics - geometry Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_265,content_265,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_266,content_266,Sample solution steps for Chemistry - inorganic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_267,content_267,Sample solution steps for Programming - web_dev Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_268,content_268,Sample solution steps for Communication - writing Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_269,content_269,Sample solution steps for Mathematics - algebra Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_270,content_270,Sample solution steps for Programming - web_dev Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_271,content_271,Sample solution steps for Mathematics - algebra Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_272,content_272,Sample solution steps for Mathematics - probability Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_273,content_273,Sample solution steps for Chemistry - physical Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_274,content_274,Sample solution steps for Mathematics - geometry Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_275,content_275,Sample solution steps for Aptitude - numerical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_276,content_276,Sample solution steps for Mathematics - calculus Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_277,content_277,Sample solution steps for Communication - writing Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_278,content_278,Sample solution steps for Mathematics - geometry Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_279,content_279,Sample solution steps for Communication - speaking Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_280,content_280,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_281,content_281,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_282,content_282,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_283,content_283,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_284,content_284,Sample solution steps for Mathematics - probability Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_285,content_285,Sample solution steps for Chemistry - physical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_286,content_286,Sample solution steps for Programming - algorithms Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_287,content_287,Sample solution steps for Chemistry - inorganic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_288,content_288,Sample solution steps for Chemistry - physical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_289,content_289,Sample solution steps for Physics - thermodynamics Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_290,content_290,Sample solution steps for Programming - python Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_291,content_291,Sample solution steps for Physics - thermodynamics Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_292,content_292,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_293,content_293,Sample solution steps for Communication - writing Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_294,content_294,Sample solution steps for Chemistry - inorganic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_295,content_295,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_296,content_296,Sample solution steps for Chemistry - organic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_297,content_297,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_298,content_298,Sample solution steps for Aptitude - verbal Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_299,content_299,Sample solution steps for Mathematics - algebra Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_300,content_300,Sample solution steps for Mathematics - calculus Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_301,content_301,Sample solution steps for Chemistry - inorganic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_302,content_302,Sample solution steps for Communication - listening Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_303,content_303,Sample solution steps for Aptitude - logical_reasoning Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_304,content_304,Sample solution steps for Physics - mechanics Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_305,content_305,Sample solution steps for Chemistry - inorganic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_306,content_306,Sample solution steps for Physics - electricity Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_307,content_307,Sample solution steps for Chemistry - inorganic Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_308,content_308,Sample solution steps for Chemistry - organic Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_309,content_309,Sample solution steps for Programming - data_structures Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_310,content_310,Sample solution steps for Physics - electricity Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_311,content_311,Sample solution steps for Chemistry - physical Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_312,content_312,Sample solution steps for Programming - algorithms Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_313,content_313,Sample solution steps for Aptitude - logical_reasoning Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_314,content_314,Sample solution steps for Aptitude - verbal Level 1,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_315,content_315,Sample solution steps for Chemistry - organic Level 2,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
ex_content_316,content_316,Sample solution steps for Chemistry - physical Level 3,"Accuracy: 5, Steps: 3, Clarity: 2","{""keywords"": [""correct"", ""solution""], ""max_score"": 10}"
